text,label,id,toxicity_score,target_groups
you know those statutes were painted and they weren t lilly white folks,0,14776,1.0,['all_groups']
i sent channel 2 atlanta your way did you do the interview,0,17011,1.0,['all_groups']
est doesn t want to take cruz down he s globalist insider i do find dominionism way off base lack of discernment,0,16901,1.0,['all_groups']
comments alabama for some reason we have had some comments automatically sent to the spam filter lately whic,0,13204,1.0,['all_groups']
you are a fool trump is a habitual liar who is destroying america please stop buying into his lying about the media and read,0,8331,1.0,['all_groups']
the left and right are in it together they are like the mob fighting for their criminal interests the people are now populists,0,6322,1.0,['all_groups']
white natioinalists arent violent aside from the rare insane person which every group has modern white nationalists are non violent,0,1820,1.0,['all_groups']
b higher education is a part of european culture that was imported to other continents although the asian culture pressures their people to aim to be the best at everything hence all the stereotypical jokes in asian culture studying is everything,0,1,1.0,['all_groups']
white lunch,0,7371,1.0,['all_groups']
they were praying he was white,0,8182,1.0,['all_groups']
white house leaks nothing they pass disinformation to stupid republicans who repeat what they say more like a silent fart,0,7368,1.0,['all_groups']
fair immigration is a branded hate group members are known racists and white supremacists check them out disgusting group,0,4988,1.0,['all_groups']
who do we hate when have we ever said that we hate people,0,13805,1.0,['all_groups']
i wrote this article for suspected white supremacists just like the two of you the white dilemma a good day ma am,0,17022,1.0,['all_groups']
nortg africans were white not sub saharan,0,1550,1.0,['all_groups']
so much cuck,0,1651,1.0,['all_groups']
in too deep by kodak black np on vs x x x do what we say or u die,0,7881,1.0,['all_groups']
you re sounding a bit racist here is it intentional or by accident,0,14788,1.0,['all_groups']
pl spread this great news germany wants as,0,5290,1.0,['all_groups']
ancestry than rest of south i wonder how much it rlly is since scots irish was not an option on the survey,0,11133,1.0,['all_groups']
written by white dude,0,11076,1.0,['all_groups']
no i want it to actually be solved and i want the whites peddling the degeneracy jailed or worse i dont defend criminality,0,18074,1.0,['all_groups']
not such a great case really mr gupta pl do not extend hidden support to lumpens who said no money,0,18091,1.0,['all_groups']
we love you jared thank you for everything you do and that you ve done for our people,0,4546,1.0,['all_groups']
rt if you think stabbed bjp supporters on their back,0,15405,1.0,['all_groups']
you follow and retweet ppl who believe in the same pseudo iq theory and trump is linked to them as well,0,19099,1.0,['all_groups']
hey white boy what s up,0,3226,1.0,['all_groups']
update german media quote security sources as saying a gunman has shot himself after an attempt was made to arrest him,0,15558,1.0,['all_groups']
robert spencer in frontpage when are islamic terrorists not islamic terrorists,0,8507,1.0,['all_groups']
you think i dont have a job wooooooow and im the racist one,0,4654,1.0,['all_groups']
fraternities one of the last bastions of white identity rt,0,5955,1.0,['all_groups']
say it again for the white people in the back,0,7191,1.0,['all_groups']
the women issue is that women are heckling people who understand that our current situation is the result of women heckling people,0,3562,1.0,['all_groups']
get btfo plus how stupid do you have to be to not think feds are infiltrating pro white groups,0,7766,1.0,['all_groups']
greece two retired generals announce theyre running for mep on golden dawn ticket via,0,16600,1.0,['all_groups']
hunter wallace thank you for being the only one of the leadership who hasn t cucked on this issue if,0,14232,1.0,['all_groups']
it s truly sad that you value employment discrimination how un american homophobia vvs12,0,7035,1.0,['all_groups']
hey if antifa women want to act like men they will be treated as such,0,3223,1.0,['all_groups']
muslims threaten female army cadets with beheading,0,93,1.0,['all_groups']
trump leans pro white,0,17363,1.0,['all_groups']
irony we hindus don t have the rights that minorities enjoy in india and you preach us,0,12453,1.0,['all_groups']
ok so that obviously means that hunter is the dangerous fed ok,0,12600,1.0,['all_groups']
unlike antifa they re mostly harmless mostly,0,16464,1.0,['all_groups']
sounds like she s a bit racist to me,0,14545,1.0,['all_groups']
was launched today by one of our members at for alt right funding unpoz your funds,0,15567,1.0,['all_groups']
report president obamas record of dismantling immigration enforcement,0,13569,1.0,['all_groups']
unite in faith be pro active in faith support us in faith follow veterans of faith ask all your followers to faithfully follow us,0,5453,1.0,['all_groups']
have you ever read the background of the man disney his history is steeped in the occult as well as sexual perversion and satanism,0,1350,1.0,['all_groups']
not for nothing but what kind of ppl run atlanta,0,14943,1.0,['all_groups']
its not surprising that people who like messages also enthuse over white supremacist hate speech,0,14344,1.0,['all_groups']
pakistan khyber pakhtunkhwa k p chief of jamaat i islami ji professor ibrahim khan has said that,0,2497,1.0,['all_groups']
goy is hebrew for nation do you people fact check anything,0,15146,1.0,['all_groups']
could mean some people are fluent in the details of any given field while others work with their hands hands on learning and instruction,0,5902,1.0,['all_groups']
miller county ga is 70 white so virtually 100 of white voters here must have voted for trump,0,6161,1.0,['all_groups']
i liked some of what milo did although i hated him for plenty of things,0,460,1.0,['all_groups']
the great tangerine hitler no thanks,0,17296,1.0,['all_groups']
blm and antifa both have the support of liberal mayors the police were probably told to stand down,0,8613,1.0,['all_groups']
quiz which of these helped the racist far right nazis kill 400k jews 1 robert spencer and pamela geller 2,0,17672,1.0,['all_groups']
he did not he did not exist robert right,0,6908,1.0,['all_groups']
australian supporter of islamic state shares another sickening photo,0,9505,1.0,['all_groups']
the traditionalist workers party doesnt have that rule though many white nationalist groups have mixed race members,0,8165,1.0,['all_groups']
india condemns the brutal dastardly terror attacks on airport metro station in brussels,0,17965,1.0,['all_groups']
oy vey white supreeeeemacy,0,648,1.0,['all_groups']
can you guys be trusted,0,2165,1.0,['all_groups']
there are no black extremists groups there are none you cant factually name one but there are white ones,0,10027,1.0,['all_groups']
how the dynasty turned large chunks of lutyens delhi into private property,0,4114,1.0,['all_groups']
has this uncanny ability to absolutely define ppl for who they are littlemarco trump2016 maga,0,11505,1.0,['all_groups']
letting you know the new jared taylor book is still not available on kindle yet,0,11641,1.0,['all_groups']
rt splc s mark potok donald trump is a racist has white nationalist positions via splc trump2016,0,1980,1.0,['all_groups']
rt we re prepping for the gopdebate urge the candidates to address religiousfreedom tonight please rt,0,18141,1.0,['all_groups']
one wounded in shooting at washington university via,0,4324,1.0,['all_groups']
what did he even try to accomplish today that was even constitutional much less for us,0,4558,1.0,['all_groups']
five immigration falsehoods from the white house,0,12964,1.0,['all_groups']
fcken video is shocking thats what they think of white then shudnt b in country remember when nordic countries were white,0,5947,1.0,['all_groups']
show your support for defund planned parenthood add a twibbon now fldefundpp defundpp,0,16313,1.0,['all_groups']
you have to look at context history in this country also today i believe people should judged by merits qualifications not race,0,16584,1.0,['all_groups']
nitish is complicated crook lalu is simple at heart though may sound hostile in voice bihar cm for,0,8915,1.0,['all_groups']
pulaski is a town of good people and the location of martin methodist college,0,10375,1.0,['all_groups']
uh oh here come the democrat plantation talking points not a liberal or a conservative and yes you re deflecting,0,12792,1.0,['all_groups']
why are you guys basicly pro white non jew bernie sanders,0,11060,1.0,['all_groups']
the white house is now a sanctuary city by this definition,0,3557,1.0,['all_groups']
two czech under attack for publishing adolf hitler s speeches read more via,0,8206,1.0,['all_groups']
nah man jews are white,0,10728,1.0,['all_groups']
soon you ll be out bashing the antifa i ll send carol over for bodyguard services if you like,0,11777,1.0,['all_groups']
tell the sheriffs to do their job president obama is busy doing his own,0,14561,1.0,['all_groups']
khamenei praises islamic revolutionary guards who captured us sailors crows about americans with hands on heads,0,1133,1.0,['all_groups']
snuffing out south african identity just getting around to reading this,0,4387,1.0,['all_groups']
did you listen to the istandsunday broadcast yesterday if so let us know what you thought,0,4958,1.0,['all_groups']
isn t it up to the truconservatives in states like georgia and tennessee to address this issue,0,15247,1.0,['all_groups']
i love my white friends and white family but because of this they consider me a racist wednesdaywisdom,0,5076,1.0,['all_groups']
yes brad which is why you claim all those black people live in hud housing because they are fortune 500 ceos,0,15664,1.0,['all_groups']
all these people mostly white males who feel insecure and threatened because they now have to share with other cultures races sexes etc you cant stop multiculturalism 5 6 billion non white people now you cant kill them all,0,16779,1.0,['all_groups']
north americas political makeup was also massively altered around 1492 i e whats your point people move,0,18086,1.0,['all_groups']
patakaa news from patna ljp workers protest against salman khan for meeting narendra modi,0,13539,1.0,['all_groups']
i hope you understand what i mean indian weather is too good we don t want to live in europe may be casually visit at times,0,8772,1.0,['all_groups']
beg to differ on that because he was part of the gang of 8 and ted cruz amended the bill to death to kill it,0,2139,1.0,['all_groups']
the war on freedom isn t waged by islam but by the us government against its people liberty,0,4466,1.0,['all_groups']
hillary s amnesty plan is treason she is a traitor,0,434,1.0,['all_groups']
ap declares cruz mathematically eliminated from first ballot delegate race,0,1206,1.0,['all_groups']
rt congress wants all cars to be equipped with recording devices nwo zog zionism,0,1137,1.0,['all_groups']
a bbc report how the world loved the swastika until hitler stole,0,17683,1.0,['all_groups']
and with christians persecuting muslims the persecution is mutual rather than taking sides you should be opposing both,0,3043,1.0,['all_groups']
can you honestly support monuments to the racist eras of the 20s 40s aren t you better than that can you hate other races that much,0,17774,1.0,['all_groups']
russian volunteers likely to fight in syria news,0,2007,1.0,['all_groups']
some of them i think alt right twitter is a too harsh on normie boomer conservatives at least they have r wing mindset that can be swayed,0,14542,1.0,['all_groups']
hunter wallace please ignore the comments and move on to saving dixie we all know there is room for i,0,13318,1.0,['all_groups']
the founding fathers were white nationalists,0,6316,1.0,['all_groups']
so guns don t kill people kill guns ok abortions don t kill people kill abortions not ok hypocrite much,0,1646,1.0,['all_groups']
because it s rigged the white people are supposed to lose,0,12149,1.0,['all_groups']
yeah lets have a mass debate robert,0,6488,1.0,['all_groups']
why do you guys hate jews and black people they can t help the color of their skin and they re ancestors were different ok so stop,0,12889,1.0,['all_groups']
senate republicans wave white flag n amnesty via stopexecutiveamnesty,0,2543,1.0,['all_groups']
rt easy noamnesty mt we will continue the fight to put citizens first,0,5681,1.0,['all_groups']
i see that you might protect monuments and lead people to hate antifa msm and leftists ge,0,465,1.0,['all_groups']
that s some racist stats by a racist white guy who still bitter over apartheid abolishment,0,8131,1.0,['all_groups']
i feel jared was a lone crusader for a long time and easy to attack if thousands shared his flawless,0,12398,1.0,['all_groups']
we can t minimize the importance of the supreme court when we think about who we will vote for this election scotus,0,11892,1.0,['all_groups']
law enforcement is more worried about us nazis than the real threat isis,0,2404,1.0,['all_groups']
hunter black pill strikes again always creating positive energy making one want to g,0,6947,1.0,['all_groups']
expose ashish khetan today he has wrongly quoted the govt letter sambit patra bjp arvindcricketcard,0,388,1.0,['all_groups']
i guess they ll say the facts are racist angelina,0,10581,1.0,['all_groups']
bishop harry jackson at i pledge event is talking about defending marriage,0,13173,1.0,['all_groups']
people are surprisingly tough there are plenty of soft urban intellectual typ,0,5277,1.0,['all_groups']
of course white,0,10755,1.0,['all_groups']
open your ears i am white,0,18521,1.0,['all_groups']
my point is these white nationalists are quick to give race based r,0,10725,1.0,['all_groups']
it s pretty common knowledge that jews do not identify as whites and rather as jews they are white in skin color but ethnically are not,0,2372,1.0,['all_groups']
top reasons to fear shariah in america rt counterjihad tcot terrorism,0,8199,1.0,['all_groups']
yup the white supremacists,0,1157,1.0,['all_groups']
she is a vile woman and the face of the democrat coastal party such intolerance 2b expected though,0,7197,1.0,['all_groups']
looks like we bjp will win majority in maharashtra and haryana,0,6153,1.0,['all_groups']
so are human sacrifices then stfu,0,6264,1.0,['all_groups']
the daily stormer they have got to be legit article is written by a plant and debunked by another,0,12951,1.0,['all_groups']
the reason lyin ted cruz has lost so much of the evangelical vote is that they are very smart and just don t tolerate liars a big problem,0,18237,1.0,['all_groups']
anthony hervey funeral set for august 2nd by hunter wallace i promised several people that i would publish th,0,17724,1.0,['all_groups']
white house aims to sway opinion on immigration overhaul,0,14710,1.0,['all_groups']
video of of punching commies at berkeley free speech rally right wing safety squads berkeleyprotest,0,211,1.0,['all_groups']
utm source feedburner utm medium email utm campaign feed 3a whiteresister 2fxo the white resister 29 wd7xodinnvg twitter via,0,1767,1.0,['all_groups']
the maine connection maine while the league of the south is focused on southern demographic displacement in m,0,5389,1.0,['all_groups']
very good coverage on the milo controversy,0,9149,1.0,['all_groups']
kejriwal refuses to salute tricolour at national flag hoisting via,0,1480,1.0,['all_groups']
you re not going to be getting or winning a civil war 2 0 in the near future the much more productive path for the south is to focus on localism and survival none of the appalachian or southern movements are capable of winning a shooting war with the federal gov t not,0,5590,1.0,['all_groups']
european and white are not synonymous so no,0,15109,1.0,['all_groups']
she is a racist so she think everyone else is too,0,16310,1.0,['all_groups']
rt my fellow hindus i hope that you take great pride in your religion its one of the greatest in the world,0,8419,1.0,['all_groups']
white bread cool,0,13778,1.0,['all_groups']
black people are redlined to preserve high property value and quality schools and safe streets,0,1224,1.0,['all_groups']
you still didn t say who i was racist against,0,2821,1.0,['all_groups']
i admire richard spencer for not being hunter wallace,0,6950,1.0,['all_groups']
us supreme court declines to hear case of school graduation at church auditorium,0,10975,1.0,['all_groups']
astonishing that people laid down and accepted the invasion of privacy and destruction of freedom that came with the tsa,0,11345,1.0,['all_groups']
good optics,0,1339,1.0,['all_groups']
uk muslim migrant who stormed church screaming i will kill you and kill all the english escapes deportation,0,2681,1.0,['all_groups']
going in armed is a bad idea as soon as one of our people shoots someone it s the end of our movement,0,15140,1.0,['all_groups']
others having joined aap,0,1588,1.0,['all_groups']
trump is literally pitting the people against the fake news media fnn,0,3904,1.0,['all_groups']
trump can t even say i like white people i love white people but he can say it abo,0,11192,1.0,['all_groups']
texas is for trump even ex cruz supporters r voting trump 2a and supreme court justices biggest el,0,3900,1.0,['all_groups']
that poem was written by racist white men and should be changed,0,1686,1.0,['all_groups']
why did he first call white people n a,0,8310,1.0,['all_groups']
true trump listens to experts sessions on immigrtn forbes on tax call him,0,6381,1.0,['all_groups']
pro life is pro women and pro men and pro children,0,18118,1.0,['all_groups']
fantastic speech in brisbane and thank you for answering a question i ve had about islam being considered a religion,0,4992,1.0,['all_groups']
they wanted to make a white homeland,0,2651,1.0,['all_groups']
if you don t tolerate evil then you re a racist because evil is now a race,0,7863,1.0,['all_groups']
gatlinburg on fire not one report fakenews possible terrorist attack maga,0,13958,1.0,['all_groups']
harald scharnhorst joined me this morning to discuss his new book weaponized historical narratives check it out,0,16049,1.0,['all_groups']
he was white and didnt hate himself enough,0,7792,1.0,['all_groups']
you re probably white so you are too how much are you being payed to schill,0,9266,1.0,['all_groups']
all white people should look at this video now,0,16780,1.0,['all_groups']
darwin was a racist anyways,0,5908,1.0,['all_groups']
three deaths in munde family is not private tragedy it is national issue of mighty criminals having party at public cost,0,3588,1.0,['all_groups']
will gay marriage kill puppies,0,14751,1.0,['all_groups']
do you not exist if you dont like it move start having white babies or start to pry for spontaneous mass suicide of all the people you hate,0,3142,1.0,['all_groups']
do you want to trump sycophant in the white house,0,15993,1.0,['all_groups']
open race war in charlotte white man attacked at random kicked in the head stripped naked daily stormer,0,10764,1.0,['all_groups']
where are the white concentration camps and mass executions there aren t any you are delusi,0,14031,1.0,['all_groups']
every show since 10 am this morning has went with the headlines white nationalists cause vio,0,12963,1.0,['all_groups']
remember folks it is a rigged game and the media is trying to bring down trump turnout by saying the race is over it s not,0,12643,1.0,['all_groups']
over 250 swedish white nationalists march in stockholm video via,0,9865,1.0,['all_groups']
people go where jobs banks are it ain t a race thing white flight left cities then instituted redlining,0,5279,1.0,['all_groups']
lied didn t technically defeat boko haram in nigeria dividenigeria to contain terrorism,0,8502,1.0,['all_groups']
then why so ado charolettesville was white on white crime not 2 politicize a abominable tragedy,0,13672,1.0,['all_groups']
spencer you are enslaved by your own hate,0,8105,1.0,['all_groups']
way to stan for the white supremacists jad,0,11889,1.0,['all_groups']
you twist it as they do you try to make islam look like what jihadists do is right in islam you have the same vkews,0,17601,1.0,['all_groups']
i m white ethnically and physically,0,15214,1.0,['all_groups']
pat buchanan on kim davis and judicial tyranny tcot nrx,0,18871,1.0,['all_groups']
it will be a major loss to the altright though if it becomes only about the south south other areas,0,6100,1.0,['all_groups']
rt egyptian salafists the people who dont recognize islamic sharia wont enter paradise and thos,0,12993,1.0,['all_groups']
pp denials payment services to so you set up an acc for them people donate to it then they withdrawal from it periodically,0,3459,1.0,['all_groups']
based on media response people have no problem figuring it out,0,16823,1.0,['all_groups']
pl start looking at these matters as fight between two people or even two groups,0,12622,1.0,['all_groups']
what has trump committed what have u provided,0,840,1.0,['all_groups']
nearly 3 million hindus were never accounted for and are presumed dead genocide to describe,0,3395,1.0,['all_groups']
submachine gun attack on german invader,0,2574,1.0,['all_groups']
the latest the patriots daily thanks to maga,0,10000,1.0,['all_groups']
is he talking about spencer or the antifa reject cause the latter is the one who ran,0,17975,1.0,['all_groups']
blood and honour hooded sweatshirt more via,0,2155,1.0,['all_groups']
how dare you refer to his religion racist,0,438,1.0,['all_groups']
she used us elder she was never maga disappointing but we move forward,0,12668,1.0,['all_groups']
retweeted tina is catholic mt defund planned parenthood is,0,5317,1.0,['all_groups']
this entire thread doesn t make any sense to me who s racist why are they racist and why a,0,11855,1.0,['all_groups']
will you be joining us at the next american renaissance conference in 2017,0,17461,1.0,['all_groups']
trophies tennessee antifa burned a white nationalist flag found at racist amren conference nice job,0,17358,1.0,['all_groups']
senate poised to vote on enda today enda lgbt saynotoenda religiousfreedom wiright,0,9930,1.0,['all_groups']
white helmets at demo,0,1150,1.0,['all_groups']
so its they evil v you angels i rest my case,0,1985,1.0,['all_groups']
okay so that report is saying that urban whites are victimized at a similar rate to urban blacks not that urban whites and blacks are committing similar amounts of violent crime so whites are violently attacked per capita at the same rate as blacks obvious expected,0,15357,1.0,['all_groups']
why there can t be genuine revolt against confused leaders of aap,0,13820,1.0,['all_groups']
white working class rallies behind trump via trumptrain trump2016 trumppence16,0,14737,1.0,['all_groups']
we fight to end the exploitation of the workingclass join us,0,10992,1.0,['all_groups']
white evangelicals adopt black embryotriplets,0,15605,1.0,['all_groups']
rt needs to call out the dems on their hatred of white people go there it is an anti white party,0,6667,1.0,['all_groups']
latest episode of snr what is the south,0,14365,1.0,['all_groups']
no woman has the right to kill an unborn baby it s not her body it s the baby s body she s choosing to kill open your eyes,0,63,1.0,['all_groups']
them say you love white people and white lives matter too,0,13671,1.0,['all_groups']
i don t see how people getting stabbed would h,0,7822,1.0,['all_groups']
to their massive detriment,0,9121,1.0,['all_groups']
omg one rt of a person saying they bought them some white privileged at walmart nope sorry i would never be racist my falmily whom i love are not european descent go try again,0,7135,1.0,['all_groups']
so your saying white lives dont matter,0,1658,1.0,['all_groups']
a lot of these subdivisions in the south are more historical than contemporary,0,13106,1.0,['all_groups']
these people are still afraid of being called racist,0,7280,1.0,['all_groups']
thankful for our partnership with learn about advancing faith family and freedom in our nation s capital,0,13624,1.0,['all_groups']
white men are less than 40 of the population and are over represented in mass shootings white women are not mass shooting,0,11943,1.0,['all_groups']
you block retweets hunter,0,11995,1.0,['all_groups']
what gov agency did they use to determine the so called real whites,0,7343,1.0,['all_groups']
pm modi needs to keep this in mind instead of appeasing blindly in the hope of social harmony,0,17200,1.0,['all_groups']
fake news fail virginia voters split on charlottesville via,0,17836,1.0,['all_groups']
black privilege antiwhite whiteprivilege,0,2001,1.0,['all_groups']
european jewish congress slams polands lack of concern over anti semitism,0,7739,1.0,['all_groups']
respect honorsafe travels potusabroad marchagainstsharia maga,0,18135,1.0,['all_groups']
katy faust marriage is our future nationalmarriageweek,0,7057,1.0,['all_groups']
more from the overt white nationalists praising the jacobin white socialists saying their is a place 4 em in their white ethno state,0,15311,1.0,['all_groups']
actually the antifa attacked a peaceful gathering we have pics and videos,0,6725,1.0,['all_groups']
bjp promises to make delhi a world class city women security transparency in governance housing power and water supply to be priority ar,0,3077,1.0,['all_groups']
white history,0,1083,1.0,['all_groups']
cnn is an active hate group the splc is an active hate group i hate hate,0,9551,1.0,['all_groups']
video nationalist youth marching against the multiculturalism in vienna,0,10385,1.0,['all_groups']
fair immigration is a branded hate group key members are known white supremacists major support come from a company devoted to eugenics,0,8688,1.0,['all_groups']
okay maybe it can explain every single gap blamed on whites racism but still,0,17563,1.0,['all_groups']
people who like to showcase do it through where they shop and what restaurants they go to,0,12616,1.0,['all_groups']
i m black,0,6978,1.0,['all_groups']
for being white,0,12338,1.0,['all_groups']
i don t expect much from a syndicate network of controlled opposition made up of whites publish books speak at engagements that s all,0,9669,1.0,['all_groups']
chilling speech and suppressing religious freedom time to amend the johnson amendment,0,3879,1.0,['all_groups']
there are more white female basketball players than black because white women are taller and more athletic lol,0,7272,1.0,['all_groups']
white house spokesman us needs to redouble efforts to explain the true tenets of islam,0,5713,1.0,['all_groups']
also burqa hasn t changed in past 1500 years this tweet is just to correct vision and hopefully perspective on life,0,9470,1.0,['all_groups']
some white guy defended himself,0,14543,1.0,['all_groups']
if right to marry is redefined to simply be committed care giving relationship of ones choice where does logic lead,0,13366,1.0,['all_groups']
u guys n ur race wars r basically just white isis racism will never be out the shadows again,0,14656,1.0,['all_groups']
minorities are not rounding up white americans and killing us off what are you so afraid of,0,3377,1.0,['all_groups']
with brigitte gabriel in nyc raising christian minority plights globally in mideast,0,18397,1.0,['all_groups']
im not black im hispanic yall open 2 latinos or na,0,18752,1.0,['all_groups']
writer thinks burdening religious inst isnt a big deal because the government can just pick up the slack,0,14754,1.0,['all_groups']
more bannon hit jobs getting that scumbag out of the white house seems to have been a lucky day for america,0,17119,1.0,['all_groups']
but the left can t be racist sounds racist to me selective outrage is absolutely outrageous we should hate all murder,0,1247,1.0,['all_groups']
hunter wallace protected his tweets,0,16989,1.0,['all_groups']
he is 1 2 white adopted by white parents what injustice did he ever face looks like he benefited from the freedom that flag represents,0,7789,1.0,['all_groups']
get your racist promoted feed off my twitter,0,16041,1.0,['all_groups']
well i mean the statues were white i guess,0,2716,1.0,['all_groups']
pl make middle east pakistan currencies zero value not acceptable currency,0,2504,1.0,['all_groups']
she recently said old white southerners need to die off before racism goes away,0,9013,1.0,['all_groups']
global white latinbet extinctions,0,5965,1.0,['all_groups']
what do you expect with an imbecile in the white house,0,15586,1.0,['all_groups']
i see nothing wrong with pride in ones white race blacks mexicans jews all are,0,11561,1.0,['all_groups']
i just thought it meant no white people,0,14253,1.0,['all_groups']
rather like studying palestinian history i fear,0,2519,1.0,['all_groups']
it is a challenge for to solve munde s death mystery accident theory not correct,0,11606,1.0,['all_groups']
south africa is probably the closes to america today or germany ooo also it happened in germany,0,8104,1.0,['all_groups']
i got to block you your hate has made sick no much human is illegal,0,12401,1.0,['all_groups']
david duke the real racism of the ethnic cleansing of european americans at universities via,0,11409,1.0,['all_groups']
revenue cops the white extremist s version of blm s race soldiers that s one thing the two extre,0,8371,1.0,['all_groups']
to scare white folks,0,18296,1.0,['all_groups']
who s lying about white supremacists the only one doing the lying are the white supremacists and many whites side with us against white supremacy,0,11058,1.0,['all_groups']
murder a baby okay tape someone talking about murdering a baby 15 felonies,0,7094,1.0,['all_groups']
watch proclaim his goal of a white ethno state to an asian journalist around minute 6,0,2704,1.0,['all_groups']
why not buy an island in the bermuda triangle and then you csn have your own country for whites only you are a joke and only in america,0,19071,1.0,['all_groups']
o yea whats the scientific name of white race then,0,8023,1.0,['all_groups']
white pride flags are good though,0,3671,1.0,['all_groups']
35 women speak out on americas rapist by hunter wallace here,0,5763,1.0,['all_groups']
sanger created it to kill the unwanted undesired which is another way of saying not white it s eugenics,0,8075,1.0,['all_groups']
americans kill more americans than muslims you re a bunch of racist hicks looking for a place to put your hate,0,13132,1.0,['all_groups']
south africa the white refugees no one wants read more via,0,7222,1.0,['all_groups']
sounds like a good deal to me since my marriage to a man in no way changes u or ur life,0,15438,1.0,['all_groups']
this woman is infuriating the white power movement reeeeeeeeeeeeeeee,0,1042,1.0,['all_groups']
this is civic nationalism and multicultralism in its finals stages,0,8187,1.0,['all_groups']
drumpf s white house of cards featuring,0,6548,1.0,['all_groups']
i might shock a few people saying this being a nationalist but you can t take the klan serious,0,464,1.0,['all_groups']
you ll default to white because you will miss the benefits,0,16593,1.0,['all_groups']
breaking russian defence minister says a joint operation will soon be carried out with the united states in aleppo,0,7684,1.0,['all_groups']
where christians are well and truly kept in their place,0,11925,1.0,['all_groups']
next time out our side should go completely passive maga hate white shirts to show blood and pass out flowers it,0,9821,1.0,['all_groups']
i don t believe there was such in america s past b 4 20th century i ve told people in other countries dna race forums,0,1382,1.0,['all_groups']
i m sure if they could find a way they would,0,14279,1.0,['all_groups']
seceding isn t going to work because it ll just kill more white men now what,0,18153,1.0,['all_groups']
when cernovich says the altright are controlled opposhishion,0,11919,1.0,['all_groups']
is friends with all those ku klux klan guys but he says is a racist arnold is not a real man,0,7889,1.0,['all_groups']
all european nations should pull out their armies from other countries not our wars,0,13122,1.0,['all_groups']
what are they protesting their 7 figure salaries their white wives gfs their white mansions,0,12838,1.0,['all_groups']
greek pm alexis tsipras quits snap elections set for september 20,0,7781,1.0,['all_groups']
the evolution of white supremacy in carolina part ii via,0,5381,1.0,['all_groups']
fox sportscaster fired for his faith send a letter to fox sports,0,8696,1.0,['all_groups']
what about his sanctuary,0,836,1.0,['all_groups']
white crime,0,5508,1.0,['all_groups']
apartheid wasn t christian there is no christian justification for it nor did sa justi,0,8487,1.0,['all_groups']
the issue is that most people received their knowledge about blacks from movies which is fake reality compare that to real life experience,0,1705,1.0,['all_groups']
islamophobe defined in 20 secs w via youtube the white house s islamophobia,0,996,1.0,['all_groups']
oprah culture people with 5 market share dominate theres a time limit on that always was a time limit,0,15362,1.0,['all_groups']
and they failed so why are they there again the only people they intimidated were the cops,0,14066,1.0,['all_groups']
prince phillips gaffes make sense now lol 14words,0,1605,1.0,['all_groups']
identity evropa is a white supremacy group try again genius,0,9709,1.0,['all_groups']
if cruz announces fiorina as vp can you imagine those two faces campaigning all over out country that face 2016,0,4173,1.0,['all_groups']
3 what s said is that the ted cruz southern baptist type denied it at first rejected the idea but,0,16718,1.0,['all_groups']
why are we stealing high iq people from native cultures that need them why do we hate those cultures so much,0,1845,1.0,['all_groups']
lol hillary got 3million more votes from the people in this country he only wo,0,18029,1.0,['all_groups']
toni valtonen a white warrior in the mma world video via,0,6712,1.0,['all_groups']
name any race only group that isn t racist just one b,0,15318,1.0,['all_groups']
of course those people they,0,3786,1.0,['all_groups']
obama s son killed brittany watts for being white via,0,17524,1.0,['all_groups']
if america is to be the world s policeman job 1 is to arrest try and punish criminal zionists and media owners,0,18745,1.0,['all_groups']
there should have been zero swastikas why do we tolerate american white nationalists adorning themselv,0,1729,1.0,['all_groups']
via amid jihad murders in canada usa today says christian religious extremism is prim tcot,0,8228,1.0,['all_groups']
we r looking fwd to have a peaceful country no more demolition of mosques communal violences with u we know growth wil come,0,17395,1.0,['all_groups']
this case is a joke if these men have the freedom to marry then jack phillips h,0,13936,1.0,['all_groups']
nc protecting the freedom to believe,0,1530,1.0,['all_groups']
it s a good thing oklahoma ruling imposing marriage redefinition an attack on freedom 1m1w,0,16156,1.0,['all_groups']
i don t hate you i white guys,0,449,1.0,['all_groups']
alt right blogger is not hunter wallace his real name is bradley griffin apparently this is the future of the white race,0,14817,1.0,['all_groups']
no more fascist la raza how a racist group can call anyone racist lies out,0,9834,1.0,['all_groups']
remember that time when hitler was defeated yeah that was great,0,8060,1.0,['all_groups']
it s fine we are going to witness a bonanza of left wing malfeasance today anti police antifa p,0,9748,1.0,['all_groups']
i lost my faith in atheism now i love god with all my heart kirk cameron,0,102,1.0,['all_groups']
who can single handedly convert india into a techno economic powerhouse national socialist party shall identify such gems,0,12885,1.0,['all_groups']
liberals vs conservative is a white people s cilil war,0,8872,1.0,['all_groups']
russians are definitely white i consider russians white,0,14511,1.0,['all_groups']
no it doesn t it s a lie i live in switzerland and can post the police report if you want,0,13488,1.0,['all_groups']
gee i thought tearing down confederate monuments was going to bring a golden age of peace,0,7762,1.0,['all_groups']
i know it did but there s no way of knowing whether or not the people involved from the beginning were already trs listeners given how popular flyers are by folks from and it wouldn t be surprising at all really,0,458,1.0,['all_groups']
do you trust modi rt and share if you agree,0,1295,1.0,['all_groups']
indian rocket with seven satellites blasts off,0,13381,1.0,['all_groups']
no i dont associate with racist people who t,0,16245,1.0,['all_groups']
of course how dare he try to escape from their slavery for the democrats,0,17170,1.0,['all_groups']
